ID,N.event,Event.date,Region,Province,Municipality,River,Age class,Gender,MorphologicalZone,Corine class,Place,Distance,Density,CodScen,Solid,ReturnPeriod
6094,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,30-49,Male,Mountain,31,River,0,0.005,outside,Yes,>200
6095,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,<=14,Male,Mountain,31,River,10.3,0.002,outside,Yes,>200
6096,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,30-49,Female,Mountain,31,River,13.2,0.002,outside,Yes,>200
6097,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,50-64,Female,Mountain,23,Outdoor,14.9,0.002,outside,Yes,>200
6098,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,>=75,Female,Mountain,31,River,8.1,0.002,outside,Yes,>200
6099,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,30-49,Male,Mountain,31,River,9.6,0.006,outside,Yes,>200
6100,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,30-49,Female,Mountain,31,River,7.6,0.006,outside,Yes,>200
6101,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,30-49,Male,Mountain,23,River,8.9,0.006,outside,Yes,>200
6102,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,50-64,Female,Mountain,31,River,5.2,0.002,outside,Yes,>200
6103,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,65-74,Female,Mountain,31,River,1.4,0.006,outside,Yes,>200
6104,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,65-74,Female,Mountain,23,River,47.7,0.006,outside,Yes,>200
6105,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,>=75,Female,Mountain,23,Building,57.4,0.002,outside,Yes,>200
6106,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,65-74,Male,Mountain,31,River,98.1,0.002,outside,Yes,>200
6107,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,30-49,Female,Mountain,31,River,74.2,0.005,outside,Yes,>200
6108,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,65-74,Male,Mountain,31,Building,149.4,0.005,outside,Yes,>200
6109,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,65-74,Female,Mountain,31,River,161.7,0.006,outside,Yes,>200
6110,201426,18/07/1987,Lombardia,Bergamo,Mezzoldo,Tributary of Brembo,65-74,Male,Mountain,31,Building,156.9,0.006,outside,Yes,>200
6111,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,<=14,Female,Plain,32,Outdoor,25.5,0.016,M,Yes,(100-200)
6112,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,50-64,Male,Plain,51,Outdoor,77.8,0.008,M,Yes,(100-200)
6113,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,50-64,Male,Plain,21,River,175.2,0.012,H,Yes,(100-200)
6114,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,30-49,Female,Plain,51,Outdoor,328.7,0.012,H,Yes,(100-200)
6115,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,30-49,Male,Plain,13,Outdoor,403.9,0.016,H,Yes,(100-200)
6116,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,50-64,Female,Plain,31,Outdoor,604.2,0.007,H,Yes,(100-200)
6117,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,15-29,Male,Plain,32,Outdoor,808.1,0.012,H,Yes,(100-200)
6118,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,30-49,Male,Plain,21,Outdoor,1060.1,0.007,H,Yes,(100-200)
6119,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,30-49,Female,Plain,31,Outdoor,1886.4,0.016,H,Yes,(100-200)
6120,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,<=14,Female,Plain,51,River,1133.8,0.007,H,Yes,(100-200)
6121,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,15-29,Female,Plain,32,Outdoor,1400.7,0.012,H,Yes,(100-200)
6122,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,30-49,Male,Plain,51,Outdoor,1057.4,0.012,H,Yes,(100-200)
6123,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,50-64,Male,Plain,13,Outdoor,230.5,0.01,H,Yes,(100-200)
6124,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,65-74,Male,Plain,51,Outdoor,537.6,0.01,H,Yes,(100-200)
6125,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,50-64,Female,Plain,31,Outdoor,999.4,0.016,H,Yes,(100-200)
6126,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,30-49,Male,Plain,31,Outdoor,589.9,0.012,M,Yes,(100-200)
6127,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,30-49,Male,Plain,13,River,998.3,0.007,H,Yes,(100-200)
6128,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,30-49,Female,Plain,31,Outdoor,913.9,0.016,M,Yes,(100-200)
6129,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,50-64,Male,Plain,31,River,804.3,0.012,H,Yes,(100-200)
6130,201629,4/11/1994,Piemonte,Vercelli,Crescentino,il Po,15-29,Female,Plain,51,Outdoor,932.9,0.01,M,Yes,(100-200)
6131,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,>=75,Female,Mountain,21,Outdoor,69.2,0.023,H,Yes,(100-200)
6132,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,65-74,Male,Mountain,21,Outdoor,11.9,0.042,H,Yes,(100-200)
6133,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,<=14,Male,Mountain,31,Building,13.6,0.023,H,Yes,(100-200)
6134,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,<=14,Male,Mountain,51,Building,136.9,0.011,H,Yes,(100-200)
6135,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,>=75,Female,Mountain,24,Outdoor,114.9,0.042,H,Yes,(100-200)
6136,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Male,Mountain,22,Outdoor,124.8,0.023,L,Yes,(100-200)
6137,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,65-74,Male,Mountain,12,Outdoor,313.9,0.023,H,Yes,(100-200)
6138,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,<=14,Female,Mountain,12,Outdoor,248.8,0.024,H,Yes,(100-200)
6139,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Male,Mountain,24,Outdoor,213.2,0.024,L,Yes,(100-200)
6140,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Female,Mountain,22,Outdoor,268.3,0.024,H,Yes,(100-200)
6141,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Male,Mountain,24,Building,373.6,0.011,H,Yes,(100-200)
6142,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Female,Mountain,11,Building,333.5,0.023,H,Yes,(100-200)
6143,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,>=75,Female,Mountain,24,Outdoor,382,0.011,H,Yes,(100-200)
6144,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,50-64,Female,Mountain,11,Outdoor,421.3,0.023,H,Yes,(100-200)
6145,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,15-29,Male,Mountain,24,Outdoor,559.4,0.024,L,Yes,(100-200)
6146,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,50-64,Male,Mountain,51,Outdoor,477.9,0.011,L,Yes,(100-200)
6147,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,15-29,Male,Mountain,24,Building,762.9,0.011,H,Yes,(100-200)
6148,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Male,Mountain,24,Building,713.9,0.042,L,Yes,(100-200)
6149,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,>=75,Female,Mountain,31,Outdoor,713.6,0.042,H,Yes,(100-200)
6150,203039,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Female,Mountain,51,Outdoor,637.5,0.024,H,Yes,(100-200)
6151,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Male,Mountain,21,Building,42.3,0.024,outside,Yes,(100-200)
6152,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Male,Mountain,24,Outdoor,37.2,0.024,outside,Yes,(100-200)
6153,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Male,Mountain,24,Building,89.6,0.023,outside,Yes,(100-200)
6154,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,50-64,Female,Mountain,22,Outdoor,101.9,0.011,outside,Yes,(100-200)
6155,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,50-64,Male,Mountain,12,River,181.8,0.024,outside,Yes,(100-200)
6156,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Female,Mountain,11,Building,181.4,0.042,outside,Yes,(100-200)
6157,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,>=75,Male,Mountain,24,Outdoor,167.3,0.042,outside,Yes,(100-200)
6158,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,<=14,Female,Mountain,12,Building,146.2,0.023,outside,Yes,(100-200)
6159,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,>=75,Male,Mountain,24,Building,217.1,0.024,outside,Yes,(100-200)
6160,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,<=14,Male,Mountain,24,Outdoor,267.4,0.024,outside,Yes,(100-200)
6161,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,>=75,Female,Mountain,21,Outdoor,210.4,0.024,outside,Yes,(100-200)
6162,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,50-64,Female,Mountain,51,Outdoor,233.2,0.011,outside,Yes,(100-200)
6163,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,15-29,Female,Mountain,24,Outdoor,481.2,0.023,outside,Yes,(100-200)
6164,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Male,Mountain,51,Building,436,0.024,outside,Yes,(100-200)
6165,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Male,Mountain,24,Outdoor,449.3,0.042,outside,Yes,(100-200)
6166,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,15-29,Male,Mountain,22,Outdoor,643,0.011,outside,Yes,(100-200)
6167,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,50-64,Female,Mountain,24,Outdoor,719.1,0.023,outside,Yes,(100-200)
6168,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Female,Mountain,24,Outdoor,604.7,0.042,outside,Yes,(100-200)
6169,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,<=14,Male,Mountain,24,Outdoor,667.8,0.011,outside,Yes,(100-200)
6170,201624,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,>=75,Female,Mountain,21,Outdoor,136.2,0.024,outside,Yes,(100-200)
6171,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,<=14,Female,Mountain,21,Outdoor,20.4,0.023,L,Yes,(100-200)
6172,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,65-74,Male,Mountain,21,Outdoor,48.1,0.042,H,Yes,(100-200)
6173,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Male,Mountain,24,Outdoor,57.7,0.011,H,Yes,(100-200)
6174,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Male,Mountain,12,Outdoor,54.8,0.024,H,Yes,(100-200)
6175,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,>=75,Male,Mountain,24,River,35.7,0.042,H,Yes,(100-200)
6176,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,>=75,Female,Mountain,22,Building,56.6,0.011,H,Yes,(100-200)
6177,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,65-74,Female,Mountain,24,River,148.2,0.024,H,Yes,(100-200)
6178,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,50-64,Male,Mountain,22,Outdoor,283.3,0.023,L,Yes,(100-200)
6179,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,<=14,Female,Mountain,24,Outdoor,349.9,0.042,H,Yes,(100-200)
6180,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,<=14,Female,Mountain,31,Outdoor,249.7,0.024,H,Yes,(100-200)
6181,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,<=14,Male,Mountain,24,Building,218.5,0.042,H,Yes,(100-200)
6182,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,65-74,Female,Mountain,24,Outdoor,344.8,0.042,H,Yes,(100-200)
6183,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,30-49,Female,Mountain,51,Outdoor,505.2,0.042,H,Yes,(100-200)
6184,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,50-64,Male,Mountain,24,Outdoor,538.1,0.024,H,Yes,(100-200)
6185,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,65-74,Female,Mountain,21,Outdoor,474.3,0.023,L,Yes,(100-200)
6186,201623,4/11/1994,Piemonte,Cuneo,Alba,Tanaro,>=75,Male,Mountain,12,Outdoor,726.5,0.042,H,Yes,(100-200)
